Municipality,Province,Gender,Registered voters (2019),Registered voters (2022),Change,Percentage change
Sibalom,Antique,FEMALE,"18,772.0","20,043","1,271.0",6.77
Sibonga,Cebu,FEMALE,"15,948.0","16,963","1,015.0",6.36
Sibuco,Zamboanga Del Norte,FEMALE,"10,852.0","13,041","2,189.0",20.17
Sibulan,Negros Oriental,FEMALE,"16,956.0","18,890","1,934.0",11.41
Sibunag,Guimaras,FEMALE,"7,304.0","7,507",203.0,2.78
Sibutad,Zamboanga Del Norte,FEMALE,"6,427.0","6,727",300.0,4.67
Sibutu,Tawi-Tawi,FEMALE,"8,156.0","8,490",334.0,4.1
Sierra Bullones,Bohol,FEMALE,"8,398.0","8,864",466.0,5.55
Sigay,Ilocos Sur,FEMALE,962.0,895,-67.0,-6.96
Sigma,Capiz,FEMALE,"11,135.0","11,379",244.0,2.19
Sikatuna,Bohol,FEMALE,"2,533.0","2,541",8.0,0.32
Silago,Southern Leyte,FEMALE,"4,895.0","5,054",159.0,3.25
Silang,Cavite,FEMALE,"72,546.0","79,837","7,291.0",10.05
Silay City,Negros Occidental,FEMALE,"44,175.0","45,737","1,562.0",3.54
Silvino Lobos,Northern Samar,FEMALE,"4,959.0","4,771",-188.0,-3.79
Simunul,Tawi-Tawi,FEMALE,"6,884.0","7,848",964.0,14.0
Sinacaban,Misamis Occidental,FEMALE,"7,507.0","7,658",151.0,2.01
Sinait,Ilocos Sur,FEMALE,"9,260.0","9,383",123.0,1.33
Sindangan,Zamboanga Del Norte,FEMALE,"31,366.0","36,091","4,725.0",15.06
Siniloan,Laguna,FEMALE,"13,163.0","14,241","1,078.0",8.19
Siocon,Zamboanga Del Norte,FEMALE,"13,638.0","13,722",84.0,0.62
Sipalay City,Negros Occidental,FEMALE,"24,859.0","27,300","2,441.0",9.82
Sipocot,Camarines Sur,FEMALE,"20,473.0","21,705","1,232.0",6.02
Siquijor,Siquijor,FEMALE,"10,590.0","10,959",369.0,3.48
Sirawai,Zamboanga Del Norte,FEMALE,"9,954.0","10,582",628.0,6.31
Siruma,Camarines Sur,FEMALE,"6,282.0","6,800",518.0,8.25
Sison,Pangasinan,FEMALE,"15,523.0","16,211",688.0,4.43
Sison,Surigao Del Norte,FEMALE,"5,347.0","5,767",420.0,7.85
Sitangkai,Tawi-Tawi,FEMALE,"10,930.0","12,320","1,390.0",12.72
Socorro,Oriental Mindoro,FEMALE,"11,863.0","12,617",754.0,6.36
Socorro,Surigao Del Norte,FEMALE,"8,063.0","8,469",406.0,5.04
Sofronio Espanola,Palawan,FEMALE,"10,340.0","11,089",749.0,7.24
Sogod,Cebu,FEMALE,"11,998.0","12,556",558.0,4.65
Sogod,Southern Leyte,FEMALE,"16,784.0","16,253",-531.0,-3.16
Solana,Cagayan,FEMALE,"24,960.0","24,689",-271.0,-1.09
Solano,Nueva Vizcaya,FEMALE,"20,067.0","20,466",399.0,1.99
Solsona,Ilocos Norte,FEMALE,"8,911.0","9,129",218.0,2.45
Sominot (Don Mariano Marcos),Zamboanga Del Sur,FEMALE,"5,023.0","5,165",142.0,2.83
Sorsogon City,Sorsogon,FEMALE,"51,725.0","57,374","5,649.0",10.92
South Ubian,Tawi-Tawi,FEMALE,"5,987.0","6,517",530.0,8.85
South Upi,Maguindanao,FEMALE,"11,484.0","13,796","2,312.0",20.13
Sual,Pangasinan,FEMALE,"14,068.0","15,427","1,359.0",9.66
Subic,Zambales,FEMALE,"34,412.0","36,056","1,644.0",4.78
Sudipen,La Union,FEMALE,"6,751.0","6,747",-4.0,-0.06
Sugbongcogon,Misamis Oriental,FEMALE,"4,262.0","4,313",51.0,1.2
Sugpon,Ilocos Sur,FEMALE,"1,219.0","1,262",43.0,3.53
Sulat,Eastern Samar,FEMALE,"5,770.0","5,896",126.0,2.18
Sulop,Davao Del Sur,FEMALE,"11,500.0","11,921",421.0,3.66
Sultan Dumalondong,Lanao Del Sur,FEMALE,"2,871.0","3,477",606.0,21.11
Sultan Kudarat (Nuling),Maguindanao,FEMALE,"25,928.0","31,702","5,774.0",22.27
Sultan Mastura,Maguindanao,FEMALE,"7,469.0","8,458",989.0,13.24
Sultan Naga Dimaporo  (Karomatan),Lanao Del Norte,FEMALE,"13,048.0","15,697","2,649.0",20.3
Sultan Sa Barongis (Lambayong),Maguindanao,FEMALE,"6,422.0","8,766","2,344.0",36.5
Sumilao,Bukidnon,FEMALE,"8,527.0","9,168",641.0,7.52
Sumisip,Basilan,FEMALE,"12,127.0","12,001",-126.0,-1.04
Surallah,South Cotabato,FEMALE,"26,670.0","27,522",852.0,3.19
Surigao City,Surigao Del Norte,FEMALE,"52,414.0","54,849","2,435.0",4.65
Suyo,Ilocos Sur,FEMALE,"3,718.0","3,666",-52.0,-1.4
T`Boli,South Cotabato,FEMALE,"25,646.0","14,130","-11,516.0",-44.9
Taal,Batangas,FEMALE,"19,117.0","19,672",555.0,2.9
Tabaco  City,Albay,FEMALE,"42,275.0","45,729","3,454.0",8.17
Tabango,Leyte,FEMALE,"11,515.0","12,125",610.0,5.3
Tabina,Zamboanga Del Sur,FEMALE,"7,533.0","8,513",980.0,13.01
Tabogon,Cebu,FEMALE,"13,609.0","14,274",665.0,4.89
Tabontabon,Leyte,FEMALE,"4,336.0","4,703",367.0,8.46
Tabuan-Lasa,Basilan,FEMALE,"6,361.0","7,456","1,095.0",17.21
Tabuelan,Cebu,FEMALE,"9,743.0","10,342",599.0,6.15
Tabuk City,Kalinga,FEMALE,"31,851.0","35,560","3,709.0",11.64
Tacloban City,Leyte,FEMALE,"71,164.0","72,680","1,516.0",2.13
Tacurong City,Sultan Kudarat,FEMALE,"29,147.0","30,687","1,540.0",5.28
Tadian,Mountain Province,FEMALE,"6,186.0","5,963",-223.0,-3.6
Taft,Eastern Samar,FEMALE,"7,167.0","7,419",252.0,3.52
Tagana-An,Surigao Del Norte,FEMALE,"6,404.0","6,692",288.0,4.5
Tagapul-An,Samar (Western Samar),FEMALE,"3,607.0","3,667",60.0,1.66
Tagaytay City,Cavite,FEMALE,"27,336.0","27,199",-137.0,-0.5
Tagbilaran City,Bohol,FEMALE,"34,252.0","36,763","2,511.0",7.33
Tagbina,Surigao Del Sur,FEMALE,"12,493.0","13,451",958.0,7.67
Tagkawayan,Quezon,FEMALE,"16,731.0","17,639",908.0,5.43
Tago,Surigao Del Sur,FEMALE,"13,028.0","13,921",893.0,6.85
Tagoloan,Lanao Del Norte,FEMALE,"4,050.0","4,268",218.0,5.38
Tagoloan,Lanao Del Sur,FEMALE,"4,932.0","9,144","4,212.0",85.4
Tagoloan,Misamis Oriental,FEMALE,"22,613.0","25,077","2,464.0",10.9
Tagudin,Ilocos Sur,FEMALE,"13,142.0","13,909",767.0,5.84
Taguig City,Ncr,FEMALE,"242,559.0","245,499","2,940.0",1.21
Talacogon,Agusan Del Sur,FEMALE,"11,010.0","11,363",353.0,3.21
Talaingod,Davao (Davao Del Norte),FEMALE,"5,793.0","7,630","1,837.0",31.71
Talakag,Bukidnon,FEMALE,"21,314.0","22,258",944.0,4.43
Talalora,Samar (Western Samar),FEMALE,"3,296.0","3,372",76.0,2.31
Talavera,Nueva Ecija,FEMALE,"42,687.0","48,224","5,537.0",12.97
Talayan,Maguindanao,FEMALE,"5,244.0","8,982","3,738.0",71.28
Talibon,Bohol,FEMALE,"19,738.0","22,021","2,283.0",11.57
Talipao,Sulu,FEMALE,"13,681.0","15,393","1,712.0",12.51
Talisay,Batangas,FEMALE,"14,538.0","14,868",330.0,2.27
Talisay,Camarines Norte,FEMALE,"8,433.0","8,975",542.0,6.43
Talisay City,Cebu,FEMALE,"73,334.0","77,740","4,406.0",6.01
Talisay City,Negros Occidental,FEMALE,"34,697.0","34,732",35.0,0.1
Talisayan,Misamis Oriental,FEMALE,"10,038.0","10,029",-9.0,-0.09
Talitay,Maguindanao,FEMALE,"4,486.0","8,125","3,639.0",81.12
Talugtug,Nueva Ecija,FEMALE,"7,727.0","8,186",459.0,5.94
Talusan,Zamboanga Sibugay,FEMALE,"4,874.0","5,170",296.0,6.07
Tambulig,Zamboanga Del Sur,FEMALE,"11,877.0","12,554",677.0,5.7
Tampakan,South Cotabato,FEMALE,"13,233.0","14,189",956.0,7.22
Tamparan,Lanao Del Sur,FEMALE,"7,591.0","9,736","2,145.0",28.26
Tampilisan,Zamboanga Del Norte,FEMALE,"7,955.0","8,027",72.0,0.91
Tanauan,Leyte,FEMALE,"17,700.0","18,192",492.0,2.78
Tanauan  City,Batangas,FEMALE,"59,963.0","69,717","9,754.0",16.27
Tanay,Rizal,FEMALE,"35,769.0","36,277",508.0,1.42
Tandag City,Surigao Del Sur,FEMALE,"19,978.0","21,634","1,656.0",8.29
Tandubas,Tawi-Tawi,FEMALE,"5,993.0","6,699",706.0,11.78
Tangalan,Aklan,FEMALE,"7,392.0","7,917",525.0,7.1
Tangcal,Lanao Del Norte,FEMALE,"3,263.0","4,186",923.0,28.29
Tangub City,Misamis Occidental,FEMALE,"20,681.0","22,013","1,332.0",6.44
Tanjay City,Negros Oriental,FEMALE,"27,445.0","28,703","1,258.0",4.58
Tantangan,South Cotabato,FEMALE,"12,984.0","23,882","10,898.0",83.93
Tanudan,Kalinga,FEMALE,"4,126.0","4,698",572.0,13.86
Tanza,Cavite,FEMALE,"74,917.0","83,632","8,715.0",11.63
Tapaz,Capiz,FEMALE,"17,330.0","17,671",341.0,1.97
Tapul,Sulu,FEMALE,"3,877.0","5,629","1,752.0",45.19
Taraka,Lanao Del Sur,FEMALE,"5,192.0","5,585",393.0,7.57
Tarangnan,Samar (Western Samar),FEMALE,"9,192.0","9,549",357.0,3.88
Tarragona,Davao Oriental,FEMALE,"8,942.0","9,185",243.0,2.72
Tayabas City,Quezon,FEMALE,"31,693.0","35,662","3,969.0",12.52
Tayasan,Negros Oriental,FEMALE,"11,809.0","12,446",637.0,5.39
Taysan,Batangas,FEMALE,"13,306.0","14,236",930.0,6.99
Taytay,Palawan,FEMALE,"21,287.0","23,851","2,564.0",12.04
Taytay,Rizal,FEMALE,"85,466.0","85,491",25.0,0.03
Tayug,Pangasinan,FEMALE,"14,473.0","14,823",350.0,2.42
Tayum,Abra,FEMALE,"5,181.0","5,179",-2.0,-0.04
Teresa,Rizal,FEMALE,"20,631.0","23,527","2,896.0",14.04
Ternate,Cavite,FEMALE,"8,245.0","8,910",665.0,8.07
Tiaong,Quezon,FEMALE,"30,385.0","33,807","3,422.0",11.26
Tibiao,Antique,FEMALE,"8,723.0","8,994",271.0,3.11
Tigaon,Camarines Sur,FEMALE,"17,389.0","19,947","2,558.0",14.71
Tigbao,Zamboanga Del Sur,FEMALE,"6,225.0","6,704",479.0,7.69
Tigbauan,Iloilo,FEMALE,"20,724.0","21,291",567.0,2.74
Tinambac,Camarines Sur,FEMALE,"20,273.0","22,709","2,436.0",12.02
Tineg,Abra,FEMALE,"1,448.0","1,448",0.0,0.0
Tinglayan,Kalinga,FEMALE,"4,429.0","5,327",898.0,20.28
Tingloy,Batangas,FEMALE,"6,183.0","5,919",-264.0,-4.27
Tinoc,Ifugao,FEMALE,"4,460.0","5,106",646.0,14.48
Tipo-Tipo,Basilan,FEMALE,"6,374.0","8,281","1,907.0",29.92
Titay,Zamboanga Sibugay,FEMALE,"16,962.0","16,836",-126.0,-0.74
Tiwi,Albay,FEMALE,"18,085.0","18,828",743.0,4.11
Tobias Fornier (Dao),Antique,FEMALE,"9,265.0","9,789",524.0,5.66
Toboso,Negros Occidental,FEMALE,"14,558.0","15,608","1,050.0",7.21
Toledo City,Cebu,FEMALE,"60,047.0","61,853","1,806.0",3.01
Tolosa,Leyte,FEMALE,"7,433.0","7,509",76.0,1.02
Tomas Oppus,Southern Leyte,FEMALE,"5,812.0","6,155",343.0,5.9
Tongkil,Sulu,FEMALE,"6,087.0","6,697",610.0,10.02
Torrijos,Marinduque,FEMALE,"10,103.0","10,994",891.0,8.82
Trece Martires City,Cavite,FEMALE,"45,822.0","62,683","16,861.0",36.8
Trento,Agusan Del Sur,FEMALE,"16,674.0","17,181",507.0,3.04
Trinidad,Bohol,FEMALE,"10,992.0","11,859",867.0,7.89
Tuao,Cagayan,FEMALE,"18,941.0","19,257",316.0,1.67
Tuba,Benguet,FEMALE,"12,829.0","13,132",303.0,2.36
Tubajon,Dinagat Islands,FEMALE,"2,932.0","3,121",189.0,6.45
Tubao,La Union,FEMALE,"9,875.0","10,278",403.0,4.08
Tubaran,Lanao Del Sur,FEMALE,"4,897.0","6,026","1,129.0",23.05
Tubay,Agusan Del Norte,FEMALE,"9,924.0","10,524",600.0,6.05
Tubigon,Bohol,FEMALE,"15,851.0","16,529",678.0,4.28
Tublay,Benguet,FEMALE,"5,329.0","5,569",240.0,4.5
Tubo,Abra,FEMALE,"1,617.0","1,678",61.0,3.77
Tubod,Lanao Del Norte,FEMALE,"13,971.0","14,854",883.0,6.32
Tubod,Surigao Del Norte,FEMALE,"5,363.0","5,485",122.0,2.27
Tubungan,Iloilo,FEMALE,"7,173.0","7,351",178.0,2.48
Tuburan,Basilan,FEMALE,"2,905.0","3,916","1,011.0",34.8
Tuburan,Cebu,FEMALE,"23,262.0","23,517",255.0,1.1
Tudela,Cebu,FEMALE,"4,104.0","4,160",56.0,1.36
Tudela,Misamis Occidental,FEMALE,"9,671.0","9,533",-138.0,-1.43
Tugaya,Lanao Del Sur,FEMALE,"6,386.0","6,983",597.0,9.35
Tuguegarao City,Cagayan,FEMALE,"47,304.0","48,658","1,354.0",2.86
Tukuran,Zamboanga Del Sur,FEMALE,"13,394.0","15,149","1,755.0",13.1
Tulunan,Cotabato (North Cotabato),FEMALE,"17,156.0","18,537","1,381.0",8.05
Tumauini,Isabela,FEMALE,"21,855.0","24,210","2,355.0",10.78
Tunga,Leyte,FEMALE,"3,320.0","3,544",224.0,6.75
Tungawan,Zamboanga Sibugay,FEMALE,"13,629.0","14,928","1,299.0",9.53
Tupi,South Cotabato,FEMALE,"22,622.0","27,732","5,110.0",22.59
Turtle Islands,Tawi-Tawi,FEMALE,"2,408.0","3,483","1,075.0",44.64
Tuy,Batangas,FEMALE,"15,013.0","15,050",37.0,0.25
Ubay,Bohol,FEMALE,"24,137.0","25,631","1,494.0",6.19
Umingan,Pangasinan,FEMALE,"25,893.0","28,240","2,347.0",9.06
Ungkaya Pukan,Basilan,FEMALE,"5,386.0","5,789",403.0,7.48
Unisan,Quezon,FEMALE,"8,806.0","9,134",328.0,3.72
Upi,Maguindanao,FEMALE,"17,780.0","21,190","3,410.0",19.18
Urbiztondo,Pangasinan,FEMALE,"17,766.0","19,897","2,131.0",11.99
Urdaneta City,Pangasinan,FEMALE,"44,702.0","48,128","3,426.0",7.66
Uson,Masbate,FEMALE,"17,645.0","17,502",-143.0,-0.81
Uyugan,Batanes,FEMALE,523.0,569,46.0,8.8
Valderrama,Antique,FEMALE,"6,910.0","7,189",279.0,4.04
Valencia,Bohol,FEMALE,"8,700.0","9,108",408.0,4.69
Valencia  City,Bukidnon,FEMALE,"58,672.0","63,751","5,079.0",8.66
Valencia (Luzurriaga),Negros Oriental,FEMALE,"13,057.0","13,623",566.0,4.33
Valladolid,Negros Occidental,FEMALE,"12,816.0","12,936",120.0,0.94
Vallehermoso,Negros Oriental,FEMALE,"11,810.0","12,116",306.0,2.59
Veruela,Agusan Del Sur,FEMALE,"10,785.0","10,713",-72.0,-0.67
Victoria,Laguna,FEMALE,"14,354.0","15,290",936.0,6.52
Victoria,Northern Samar,FEMALE,"6,028.0","6,132",104.0,1.73
Victoria,Oriental Mindoro,FEMALE,"16,003.0","16,611",608.0,3.8
Victoria,Tarlac,FEMALE,"20,120.0","21,043",923.0,4.59
Victorias City,Negros Occidental,FEMALE,"32,042.0","31,634",-408.0,-1.27
Viga,Catanduanes,FEMALE,"8,030.0","7,986",-44.0,-0.55
Vigan City,Ilocos Sur,FEMALE,"16,601.0","17,492",891.0,5.37
Villaba,Leyte,FEMALE,"15,422.0","15,519",97.0,0.63
Villanueva,Misamis Oriental,FEMALE,"11,323.0","12,771","1,448.0",12.79
Villareal,Samar (Western Samar),FEMALE,"9,467.0","10,148",681.0,7.19
Villasis,Pangasinan,FEMALE,"21,421.0","22,605","1,184.0",5.53
Villaverde,Nueva Vizcaya,FEMALE,"5,910.0","6,031",121.0,2.05
Villaviciosa,Abra,FEMALE,"2,048.0","2,094",46.0,2.25
Vincenzo A. Sagun,Zamboanga Del Sur,FEMALE,"7,253.0","7,496",243.0,3.35
Vintar,Ilocos Norte,FEMALE,"10,915.0","10,885",-30.0,-0.27
Vinzons,Camarines Norte,FEMALE,"13,740.0","14,995","1,255.0",9.13
Virac,Catanduanes,FEMALE,"24,897.0","25,590",693.0,2.78
Wao,Lanao Del Sur,FEMALE,"17,827.0","19,337","1,510.0",8.47
Zamboanga City,Zamboanga Del Sur,FEMALE,"247,266.0","235,379","-11,887.0",-4.81
Zamboanguita,Negros Oriental,FEMALE,"9,227.0","9,962",735.0,7.97
Zaragoza,Nueva Ecija,FEMALE,"15,492.0","15,822",330.0,2.13
Zarraga,Iloilo,FEMALE,"9,022.0","9,593",571.0,6.33
Zumarraga,Samar (Western Samar),FEMALE,"6,269.0","6,800",531.0,8.47
